State-Reporting,School Type-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,State-Physical,School Level-Standardized,County,City,School ID,School Name,District ID,District Name,School Level-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
IN,Public,,11420 Ernst Rd,46783,IN,Primary,Allen,Roanoke,0064,Lafayette Meadows Elementary,0125,MSD Southwest Allen Co Schools,KG-05,N,,N,,,10/1/2017,10,2017,584,505,61,18,,1007,333,6319,,384,42,262,,,21,21,,Cafeteria,,,,,,,1340,63.809523810,426,20.285714286,IN@0064@0125,180003002044,SY17-18,,79,0.135273973,Public,,,,Cafeteria,,
IN,Public,,4725 Weatherside Run,46804,IN,Primary,Allen,Fort Wayne,0068,Haverhill Elementary School,0125,MSD Southwest Allen Co Schools,KG-05,N,,N,,,10/1/2017,10,2017,421,349,46,26,,794,418,4390,,120,26,7,,,21,21,,Cafeteria,,,,,,,1212,57.714285714,146,6.952380952,IN@0068@0125,180003002186,SY17-18,,72,0.171021378,Public,,,,Cafeteria,,
IN,Public,,1515 Scott Rd,46814,IN,Primary,Allen,Fort Wayne,0071,Deer Ridge Elementary School,0125,MSD Southwest Allen Co Schools,KG-05,N,,N,,,10/1/2017,10,2017,442,408,24,10,,346,164,5082,,0,0,0,,,21,21,,Cafeteria,,,,,,,510,24.285714286,0,0,IN@0071@0125,180003002329,SY17-18,,34,0.076923077,Public,,,,Cafeteria,,
IN,Public,,3980 Meadows Dr,46205,IN,Primary,Marion,Indianapolis,5716,Avondale Meadows Academy,9645,Avondale Meadows Academy,KG-05,Y,,N,,,10/1/2017,10,2017,461,61,400,0,,4570,0,702,,1629,0,250,,,16,16,,Cafeteria,,,,,,,4570,285.625,1629,101.8125,IN@5716@9645,180005702314,SY17-18,,400,0.866843703,Public,,,,Cafeteria,,
IN,Public,,3525 Winding Way,46011,IN,Primary,Madison,Anderson,4953,Edgewood Elementary School,5275,Anderson Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,298,55,220,23,,2329,217,317,,1431,105,82,,,12,12,,Cafeteria,,,,,,,2546,212.166666667,1536,128,IN@4953@5275,180015000020,SY17-18,,243,0.815436242,Public,,,,Cafeteria,,
IN,Public,,3124 E 10th St,46012,IN,Primary,Madison,Anderson,4977,Tenth Street Elementary School,5275,Anderson Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,557,61,456,40,,4920,445,489,,3206,223,101,,,12,12,,Cafeteria,,,,,,,5365,447.083333333,3429,285.75,IN@4977@5275,180015000041,SY17-18,,496,0.890484740,Public,,,,Cafeteria,,
IN,Public,,2160 S 300 E,46017,IN,Primary,Madison,Anderson,5033,Valley Grove Elementary School,5275,Anderson Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,499,51,394,54,,4288,604,465,,2903,288,96,,,12,12,,Cafeteria,,,,,,,4892,407.666666667,3191,265.916666667,IN@5033@5275,180015000044,SY17-18,,448,0.897795591,Public,,,,Cafeteria,,
IN,Public,,2035 S Raible Ave,46011,IN,Primary,Madison,Anderson,5142,Anderson Elementary School,5275,Anderson Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,634,29,580,25,,6243,225,194,,2746,86,62,,,12,12,,Cafeteria,,,,,,,6468,539,2832,236,IN@5142@5275,180015001847,SY17-18,,605,0.954258675,Public,,,,Cafeteria,,
IN,Public,,844 N Scatterfield Rd,46012,IN,Primary,Madison,Anderson,5102,East Side Elementary School,5275,Anderson Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,541,103,396,42,,4143,433,682,,2256,246,130,,,12,12,,Cafeteria,,,,,,,4576,381.333333333,2502,208.5,IN@5102@5275,180015002109,SY17-18,,438,0.809611830,Public,,,,Cafeteria,,
IN,Public,,811 W 60th St,46013,IN,Primary,Madison,Anderson,5146,Erskine Elementary,5275,Anderson Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,643,64,519,60,,5495,644,395,,2731,243,76,,,12,12,,Cafeteria,,,,,,,6139,511.583333333,2974,247.833333333,IN@5146@5275,180015002110,SY17-18,,579,0.900466563,Public,,,,Cafeteria,,
IN,Public,,307 S Main St,46341,IN,Primary,Porter,Hebron,6815,Hebron Elementary/Middle School,6460,MSD of Boone Township,KG-05,N,,N,,,10/1/2017,10,2017,785,484,227,74,,3489,1064,4448,,1235,253,403,,,20,20,,Cafeteria,,,,,,,4553,227.65,1488,74.4,IN@6815@6460,180075000152,SY17-18,,301,0.383439490,Public,,,,Cafeteria,,
IN,Public,,1860 E CR 600 N,47834,IN,Primary,Clay,Brazil,0901,Jackson Township Elementary,1125,Clay Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,290,174,90,26,,1155,283,1424,,669,145,277,,,16,16,,Cafeteria,,,,,,,1438,89.875,814,50.875,IN@0901@1125,180084000160,SY17-18,,116,0.4,Public,,,,Cafeteria,,
IN,Public,,6990 N CR 425 W,47834,IN,Primary,Clay,Brazil,0907,Staunton Elementary School,1125,Clay Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,306,146,125,35,,1540,452,1083,,1027,258,393,,,16,16,,Cafeteria,,,,,,,1992,124.5,1285,80.3125,IN@0907@1125,180084000162,SY17-18,,160,0.522875817,Public,,,,Cafeteria,,
IN,Public,,2075 E CR 1200 N,47834,IN,Primary,Clay,Brazil,0923,Van Buren Elementary School,1125,Clay Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,266,108,131,27,,1564,295,855,,1067,227,323,,,16,16,,Cafeteria,,,,,,,1859,116.1875,1294,80.875,IN@0923@1125,180084000164,SY17-18,,158,0.593984962,Public,,,,Cafeteria,,
IN,Public,,555 Sycamore,46112,IN,Primary,Hendricks,Brownsburg,2711,Eagle Elementary School,3305,Brownsburg Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,743,561,135,47,,1220,482,3422,,763,140,478,,,12,12,,Cafeteria,,,,,,,1702,141.833333333,903,75.25,IN@2711@3305,180102000045,SY17-18,,182,0.244952894,Public,,,,Cafeteria,,
IN,Public,,101 4th Ave SE,46032,IN,Primary,Hamilton,Carmel,2509,Carmel Elementary School,3060,Carmel Clay School Corp Educational Services Center,KG-05,N,,N,,,10/1/2017,10,2017,486,386,78,22,,1226,265,4384,,608,91,1054,,,20,20,,Cafeteria,,,,,,,1491,74.55,699,34.95,IN@2509@3060,180120000192,SY17-18,,100,0.205761317,Public,,,,Cafeteria,,
IN,Public,,12415 Shelborne Rd,46032,IN,Primary,Hamilton,Carmel,2510,College Wood Elementary School,3060,Carmel Clay School Corp Educational Services Center,KG-05,N,,N,,,10/1/2017,10,2017,751,730,14,7,,217,104,8213,,86,18,377,,,20,20,,Cafeteria,,,,,,,321,16.05,104,5.2,IN@2510@3060,180120000196,SY17-18,,21,0.027962716,Public,,,,Cafeteria,,
IN,Public,,4311 E 116th St,46033,IN,Primary,Hamilton,Carmel,2507,Woodbrook Elementary School,3060,Carmel Clay School Corp Educational Services Center,KG-05,N,,N,,,10/1/2017,10,2017,480,438,23,19,,355,275,5753,,40,18,116,,,20,20,,Cafeteria,,,,,,,630,31.5,58,2.9,IN@2507@3060,180120000200,SY17-18,,42,0.0875,Public,,,,Cafeteria,,
IN,Public,,14200 N River Rd,46033,IN,Primary,Hamilton,Carmel,2515,Prairie Trace Elementary School,3060,Carmel Clay School Corp Educational Services Center,KG-05,N,,N,,,10/1/2017,10,2017,641,601,29,11,,387,172,6762,,54,6,424,,,20,20,,Cafeteria,,,,,,,559,27.95,60,3,IN@2515@3060,180120000991,SY17-18,,40,0.062402496,Public,,,,Cafeteria,,
IN,Public,,10850 Towne Rd,46032,IN,Primary,Hamilton,Carmel,2522,Towne Meadow Elementary,3060,Carmel Clay School Corp Educational Services Center,KG-05,N,,N,,,10/1/2017,10,2017,661,621,33,7,,409,121,6792,,109,27,338,,,20,20,,Cafeteria,,,,,,,530,26.5,136,6.8,IN@2522@3060,180120001405,SY17-18,,40,0.060514372,Public,,,,Cafeteria,,
IN,Public,,3495 W 126 St,46032,IN,Primary,Hamilton,Carmel,2526,West Clay Elementary,3060,Carmel Clay School Corp Educational Services Center,KG-05,N,,N,,,10/1/2017,10,2017,768,743,20,5,,352,91,9181,,46,67,496,,,20,20,,Cafeteria,,,,,,,443,22.15,113,5.65,IN@2526@3060,180120002185,SY17-18,,25,0.032552083,Public,,,,Cafeteria,,
IN,Public,,Box 128,46931,IN,Primary,Fulton,Fulton,2157,Caston Elementary,2650,Caston Educational Center,KG-05,N,,N,,,10/1/2017,10,2017,358,211,128,19,,1872,299,2099,,1083,162,556,,,19,19,,Cafeteria,,,,,,,2171,114.263157895,1245,65.526315789,IN@2157@2650,180141000206,SY17-18,,147,0.410614525,Public,,,,Cafeteria,,
IN,Public,,2455 S Morgantown Rd,46143,IN,Primary,Johnson,Greenwood,3435,Center Grove Elementary School,4205,Center Grove Community School Corporation,KG-05,N,,N,,,10/1/2017,10,2017,822,742,59,21,,868,320,7428,,403,35,641,,,17,17,,Cafeteria,,,,,,,1188,69.882352941,438,25.764705882,IN@3435@4205,180144000208,SY17-18,,80,0.097323601,Public,,,,Cafeteria,,
IN,Public,,3280 W Fairview Rd,46142,IN,Primary,Johnson,Greenwood,3440,North Grove Elementary School,4205,Center Grove Community School Corporation,KG-05,N,,N,,,10/1/2017,10,2017,690,414,222,54,,3289,750,4158,,1490,282,740,,,17,17,,Cafeteria,,,,,,,4039,237.588235294,1772,104.235294118,IN@3440@4205,180144000211,SY17-18,,276,0.4,Public,,,,Cafeteria,,
IN,Public,,3623 W Whiteland Rd,46106,IN,Primary,Johnson,Bargersville,3439,Maple Grove Elementary School,4205,Center Grove Community School Corporation,KG-05,N,,N,,,10/1/2017,10,2017,842,653,149,40,,1989,552,5833,,811,151,749,,,17,17,,Cafeteria,,,,,,,2541,149.470588235,962,56.588235294,IN@3439@4205,180144002105,SY17-18,,189,0.224465558,Public,,,,Cafeteria,,
IN,Public,,202 Cougar Ct,46701,IN,Primary,Noble,Albion,6454,Albion Elementary School,6055,Central Noble Community School Corporation,KG-05,N,,N,,,10/1/2017,10,2017,276,168,78,30,,1192,430,1777,,359,83,107,,,19,19,,Cafeteria,,,,,,,1622,85.368421053,442,23.263157895,IN@6454@6055,180171000228,SY17-18,,108,0.391304348,Public,,,,Cafeteria,,
IN,Public,,Box 67,46796,IN,Primary,Noble,Wolf Lake,6442,Wolf Lake Elementary School,6055,Central Noble Community School Corporation,KG-05,N,,N,,,10/1/2017,10,2017,228,124,79,25,,1217,387,1450,,541,245,196,,,19,19,,Cafeteria,,,,,,,1604,84.421052632,786,41.368421053,IN@6442@6055,180171000231,SY17-18,,104,0.456140351,Public,,,,Cafeteria,,
IN,Public,,900 Sawmill Rd,46184,IN,Primary,Johnson,New Whiteland,3429,Break-O-Day Elementary School,4145,Clark-Pleasant Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,432,190,190,52,,1728,450,1056,,760,160,255,,,11,11,,Cafeteria,,,,,,,2178,198,920,83.636363636,IN@3429@4145,180189000243,SY17-18,,242,0.560185185,Public,,,,Cafeteria,,
IN,Public,,5764 E 700 N,46131,IN,Primary,Johnson,Franklin,3401,Clark Elementary School,4145,Clark-Pleasant Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,612,288,258,66,,2121,516,1460,,705,145,277,,,11,11,,Cafeteria,,,,,,,2637,239.727272727,850,77.272727273,IN@3401@4145,180189000244,SY17-18,,324,0.529411765,Public,,,,Cafeteria,,
IN,Public,,120 Center St,46184,IN,Primary,Johnson,Whiteland,3425,Whiteland Elementary School,4145,Clark-Pleasant Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,460,250,171,39,,1519,355,1557,,737,85,225,,,11,11,,Cafeteria,,,,,,,1874,170.363636364,822,74.727272727,IN@3425@4145,180189000247,SY17-18,,210,0.456521739,Public,,,,Cafeteria,,
IN,Public,,2111 Sheek Rd,46143,IN,Primary,Johnson,Greenwood,3422,Grassy Creek Elementary School,4145,Clark-Pleasant Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,926,503,330,93,,2862,737,2878,,1404,319,650,,,11,11,,Cafeteria,,,,,,,3599,327.181818182,1723,156.636363636,IN@3422@4145,180189002094,SY17-18,,423,0.456803456,Public,,,,Cafeteria,,
IN,Public,,3030 N 125 W,46184,IN,Primary,Johnson,Whiteland,3430,Pleasant Crossing Elementary School,4145,Clark-Pleasant Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,727,329,299,99,,2752,845,1934,,1432,312,417,,,11,11,,Cafeteria,,,,,,,3597,327,1744,158.545454545,IN@3430@4145,180189002411,SY17-18,,398,0.547455296,Public,,,,Cafeteria,,
IN,Public,,5209 N SR 109,46725,IN,Primary,Whitley,Columbia City,9186,Northern Heights School,8665,Whitley County Cons Schools,KG-05,N,,N,,,10/1/2017,10,2017,527,339,145,43,,2124,639,3381,,748,186,330,,,19,19,,Cafeteria,,,,,,,2763,145.421052632,934,49.157894737,IN@9186@8665,180228001185,SY17-18,,188,0.356736243,Public,,,,Cafeteria,,
IN,Public,,2250 S 500 E,46725,IN,Primary,Whitley,Columbia City,9179,Coesse School,8665,Whitley County Cons Schools,KG-05,N,,N,,,10/1/2017,10,2017,326,239,70,17,,1069,216,2298,,477,90,134,,,19,19,,Cafeteria,,,,,,,1285,67.631578947,567,29.842105263,IN@9179@8665,180228001871,SY17-18,,87,0.266871166,Public,,,,Cafeteria,,
IN,Public,,1710 S State Rd 9,46725,IN,Primary,Whitley,Columbia City,9178,Little Turtle Elementary School,8665,Whitley County Cons Schools,KG-05,N,,N,,,10/1/2017,10,2017,551,370,143,38,,2231,535,3554,,963,215,377,,,19,19,,Cafeteria,,,,,,,2766,145.578947368,1178,62,IN@9178@8665,180228002135,SY17-18,,181,0.328493648,Public,,,,Cafeteria,,
IN,Public,,12900 Fairbanks,46303,IN,Primary,Lake,Cedar Lake,3769,Douglas MacArthur Elem. School,4660,Crown Point Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,467,269,177,21,,2605,241,2042,,1473,136,508,,,20,18,,Cafeteria,,,,,,,2846,158.111111111,1609,80.45,IN@3769@4660,180249000294,SY17-18,,198,0.423982869,Public,,,,Cafeteria,,
IN,Public,,475 Lake St,46307,IN,Primary,Lake,Crown Point,3903,Lake Street Elementary School,4660,Crown Point Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,559,452,80,27,,1087,331,3743,,218,108,478,,,20,18,,Cafeteria,,,,,,,1418,78.777777778,326,16.3,IN@3903@4660,180249000296,SY17-18,,107,0.191413238,Public,,,,Cafeteria,,
IN,Public,,601 Pettibone St,46307,IN,Primary,Lake,Crown Point,3905,Solon Robinson Elem. School,4660,Crown Point Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,527,367,117,43,,1410,533,3054,,327,98,650,,,20,18,,Cafeteria,,,,,,,1943,107.944444444,425,21.25,IN@3905@4660,180249000298,SY17-18,,160,0.303605313,Public,,,,Cafeteria,,
IN,Public,,720 W Summit St,46307,IN,Primary,Lake,Crown Point,3913,Timothy Ball Elementary School,4660,Crown Point Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,510,374,101,35,,1213,429,2446,,312,97,259,,,20,18,,Cafeteria,,,,,,,1642,91.222222222,409,20.45,IN@3913@4660,180249000299,SY17-18,,136,0.266666667,Public,,,,Cafeteria,,
IN,Public,,700 W State St,47320,IN,Primary,Delaware,Albany,1520,Albany Elementary School,1875,Delaware Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,296,110,145,41,,1959,539,954,,941,211,274,,,16,16,,Cafeteria,,,,,,,2498,156.125,1152,72,IN@1520@1875,180266000318,SY17-18,,186,0.628378378,Public,,,,Cafeteria,,
IN,Public,,200 N E Union St-PO Box 497,47338,IN,Primary,Delaware,Eaton,1409,Eaton Elementary School,1875,Delaware Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,274,108,139,27,,1817,257,969,,993,117,108,,,16,16,,Cafeteria,,,,,,,2074,129.625,1110,69.375,IN@1409@1875,180266000322,SY17-18,,166,0.605839416,Public,,,,Cafeteria,,
IN,Public,,1401 E Royerton Rd,47303,IN,Primary,Delaware,Muncie,1365,Royerton Elementary School,1875,Delaware Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,619,393,168,58,,2165,622,3524,,759,233,450,,,16,16,,Cafeteria,,,,,,,2787,174.1875,992,62,IN@1365@1875,180266000324,SY17-18,,226,0.365105008,Public,,,,Cafeteria,,
IN,Public,,2900 Lake St,46405,IN,Primary,Lake,Lake Station,3973,A. Hamilton Elementary School,4680,Lake Station Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,257,40,203,14,,3327,185,388,,2332,65,194,,,20,20,,Cafeteria,,,,,,,3512,175.6,2397,119.85,IN@3973@4680,180291000376,SY17-18,,217,0.844357977,Public,,,,Cafeteria,,
IN,Public,,2100 Union St,46405,IN,Primary,Lake,Lake Station,3975,V.I. Bailey Elementary School,4680,Lake Station Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,310,49,234,27,,3816,297,406,,2444,227,215,,,20,20,,Cafeteria,,,,,,,4113,205.65,2671,133.55,IN@3975@4680,180291000381,SY17-18,,261,0.841935484,Public,,,,Cafeteria,,
IN,Public,,7225 Big Cynthiana Rd,47720,IN,Primary,Vanderburgh,Evansville,8225,Cynthia Heights Elem. School,7995,Evansville-Vanderburgh Schools,KG-05,N,,N,,,10/1/2017,10,2017,519,329,161,29,,2137,364,3426,,1042,105,560,,,19,19,,Cafeteria,,,,,,,2501,131.631578947,1147,60.368421053,IN@8225@7995,180345000460,SY17-18,,190,0.366088632,Public,,,,Cafeteria,,
IN,Public,,2021 S Alvord Blvd,47714,IN,Primary,Vanderburgh,Evansville,8293,Fairlawn Elementary School,7995,Evansville-Vanderburgh Schools,KG-05,N,,N,,,10/1/2017,10,2017,383,67,283,33,,4526,480,900,,2600,202,360,,,19,19,,Cafeteria,,,,,,,5006,263.473684211,2802,147.473684211,IN@8293@7995,180345000465,SY17-18,,316,0.825065274,Public,,,,Cafeteria,,
IN,Public,,21 S Alvord Blvd,47714,IN,Primary,Vanderburgh,Evansville,8309,Harper Elementary School,7995,Evansville-Vanderburgh Schools,KG-05,N,,N,,,10/1/2017,10,2017,442,122,286,34,,4543,563,1312,,1623,145,263,,,19,19,,Cafeteria,,,,,,,5106,268.736842105,1768,93.052631579,IN@8309@7995,180345000468,SY17-18,,320,0.723981900,Public,,,,Cafeteria,,
IN,Public,,4400 Bellemeade Ave,47714,IN,Primary,Vanderburgh,Evansville,8317,Hebron Elementary School,7995,Evansville-Vanderburgh Schools,KG-05,N,,N,,,10/1/2017,10,2017,791,359,336,96,,5059,1331,3533,,2084,567,722,,,19,19,,Cafeteria,,,,,,,6390,336.315789474,2651,139.526315789,IN@8317@7995,180345000470,SY17-18,,432,0.546144121,Public,,,,Cafeteria,,
IN,Public,,2501 N Stockwell Rd,47715,IN,Primary,Vanderburgh,Evansville,8321,Stockwell Elementary School,7995,Evansville-Vanderburgh Schools,KG-05,N,,N,,,10/1/2017,10,2017,575,169,339,67,,5370,1085,1898,,3123,513,819,,,19,19,,Cafeteria,,,,,,,6455,339.736842105,3636,191.368421053,IN@8321@7995,180345000483,SY17-18,,406,0.706086957,Public,,,,Cafeteria,,
IN,Public,,4720 Stringtown Rd,47711,IN,Primary,Vanderburgh,Evansville,8357,Stringtown Elementary School,7995,Evansville-Vanderburgh Schools,KG-05,N,,N,,,10/1/2017,10,2017,439,137,256,46,,4076,667,1616,,1736,260,417,,,19,19,,Cafeteria,,,,,,,4743,249.631578947,1996,105.052631579,IN@8357@7995,180345000484,SY17-18,,302,0.687927107,Public,,,,Cafeteria,,
IN,Public,,111 N Tekoppel Ave,47712,IN,Primary,Vanderburgh,Evansville,8361,Tekoppel Elementary School,7995,Evansville-Vanderburgh Schools,KG-05,N,,N,,,10/1/2017,10,2017,500,111,324,65,,5139,976,1213,,2203,492,399,,,19,19,,Cafeteria,,,,,,,6115,321.842105263,2695,141.842105263,IN@8361@7995,180345000485,SY17-18,,389,0.778,Public,,,,Cafeteria,,
IN,Public,,8000 W Terrace Dr,47712,IN,Primary,Vanderburgh,Evansville,8381,West Terrace Elementary School,7995,Evansville-Vanderburgh Schools,KG-05,N,,N,,,10/1/2017,10,2017,696,510,132,54,,1993,686,5389,,1005,194,819,,,19,19,,Cafeteria,,,,,,,2679,141,1199,63.105263158,IN@8381@7995,180345000489,SY17-18,,186,0.267241379,Public,,,,Cafeteria,,
IN,Public,,6620 Shelbyville Rd,46237,IN,Primary,Marion,Indianapolis,5205,Bunker Hill Elementary School,5310,Franklin Twp Comm School Corp,KG-05,N,,N,,,10/1/2017,10,2017,643,419,179,45,,1717,377,2265,,417,92,278,,,12,12,,Cafeteria,,,,,,,2094,174.5,509,42.416666667,IN@5205@5310,180375000596,SY17-18,,224,0.348367030,Public,,,,Cafeteria,,
IN,Public,,7525 E Thompson Rd,46239,IN,Primary,Marion,Indianapolis,5198,Thompson Crossing Elementary School,5310,Franklin Twp Comm School Corp,KG-05,N,,N,,,10/1/2017,10,2017,583,374,166,43,,1603,400,2255,,703,99,391,,,12,12,,Cafeteria,,,,,,,2003,166.916666667,802,66.833333333,IN@5198@5310,180375002113,SY17-18,,209,0.358490566,Public,,,,Cafeteria,,
IN,Public,,7341 E Stop 11 Rd,46259,IN,Primary,Marion,Indianapolis,5200,Mary Adams Elementary School,5310,Franklin Twp Comm School Corp,KG-05,N,,N,,,10/1/2017,10,2017,598,397,145,56,,1382,534,2502,,508,213,283,,,12,12,,Cafeteria,,,,,,,1916,159.666666667,721,60.083333333,IN@5200@5310,180375002349,SY17-18,,201,0.336120401,Public,,,,Cafeteria,,
IN,Public,,801 E Houston St,46738,IN,Primary,DeKalb,Garrett,1329,Ober Elementary School,1820,Garrett-Keyser-Butler Community School Corporation,KG-05,N,,N,,,10/1/2017,10,2017,498,226,214,58,,3113,863,2374,,2444,608,597,,,17,17,,Cafeteria,,,,,,,3976,233.882352941,3052,179.529411765,IN@1329@1820,180384000606,SY17-18,,272,0.546184739,Public,,,,Cafeteria,,
IN,Public,,412 S Greene Rd,46526,IN,Primary,Elkhart,Goshen,1633,Model Elementary School,2315,Goshen Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,600,202,334,64,,4812,922,2112,,2841,380,642,,,17,17,,Cafeteria,,,,,,,5734,337.294117647,3221,189.470588235,IN@1633@2315,180393000656,SY17-18,,398,0.663333333,Public,,,,Cafeteria,,
IN,Public,,1202 S 7th St,46526,IN,Primary,Elkhart,Goshen,1843,Parkside Elementary School,2315,Goshen Community Schools,KG-05,N,,N,,,10/1/2017,10,2017,396,151,198,47,,2641,671,1369,,738,71,178,,,17,17,,Cafeteria,,,,,,,3312,194.823529412,809,47.588235294,IN@1843@2315,180393000657,SY17-18,,245,0.618686869,Public,,,,Cafeteria,,
IN,Public,,99 Crestview Dr,46143,IN,Primary,Johnson,Greenwood,3477,Northeast Elementary School,4245,Greenwood Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,417,124,251,42,,3574,596,1290,,1376,139,231,,,17,17,,Cafeteria,,,,,,,4170,245.294117647,1515,89.117647059,IN@3477@4245,180411000711,SY17-18,,293,0.702637890,Public,,,,Cafeteria,,
IN,Public,,619 W Smith Valley,46142,IN,Primary,Johnson,Greenwood,3483,Southwest Elementary School,4245,Greenwood Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,541,300,200,41,,2406,550,1969,,838,93,218,,,17,17,,Cafeteria,,,,,,,2956,173.882352941,931,54.764705882,IN@3483@4245,180411000712,SY17-18,,241,0.445471349,Public,,,,Cafeteria,,
IN,Public,,50 E Broadway,46143,IN,Primary,Johnson,Greenwood,3481,Isom Central School,4245,Greenwood Community School Corp,KG-05,N,,N,,,10/1/2017,10,2017,439,153,245,41,,3184,470,1262,,1153,205,264,,,17,17,,Cafeteria,,,,,,,3654,214.941176471,1358,79.882352941,IN@3481@4245,180411000713,SY17-18,,286,0.651480638,Public,,,,Cafeteria,,
IN,Public,,1000 116th St,46394,IN,Primary,Lake,Whiting,4451,Franklin Elementary School,4710,School City of Hammond,KG-05,Y,,N,,,10/1/2017,10,2017,292,34,258,0,,4293,0,569,,2077,0,275,,,20,20,,Cafeteria,,,,,,,4293,214.65,2077,103.85,IN@4451@4710,180432000731,SY17-18,,258,0.882969971,Public,,,,Cafeteria,,
IN,Public,,1238 Michigan St,46320,IN,Primary,Lake,Hammond,4447,Columbia Elementary School,4710,School City of Hammond,KG-05,Y,,N,,,10/1/2017,10,2017,271,32,239,0,,4383,0,581,,2784,0,369,,,20,20,,Cafeteria,,,,,,,4383,219.15,2784,139.2,IN@4447@4710,180432000733,SY17-18,,239,0.882957293,Public,,,,Cafeteria,,
IN,Public,,6416 Hohman Ave,46324,IN,Primary,Lake,Hammond,4459,Kenwood Elementary School,4710,School City of Hammond,KG-05,Y,,N,,,10/1/2017,10,2017,305,36,269,0,,4481,0,594,,2781,0,369,,,20,20,,Cafeteria,,,,,,,4481,224.05,2781,139.05,IN@4459@4710,180432000740,SY17-18,,269,0.882955665,Public,,,,Cafeteria,,
IN,Public,,7006 Marshall Ave,46323,IN,Primary,Lake,Hammond,4469,Morton Elementary School,4710,School City of Hammond,KG-05,Y,,N,,,10/1/2017,10,2017,530,62,468,0,,8282,0,1097,,4323,0,573,,,20,20,,Cafeteria,,,,,,,8282,414.1,4323,216.15,IN@4469@4710,180432002237,SY17-18,,468,0.883036571,Public,,,,Cafeteria,,
IN,Public,,500 Jackson St,47342,IN,Primary,Delaware,Gaston,1413,Wes-Del Elementary School,1885,Wes-Del Community School Corporation,KG-05,N,,N,,,10/1/2017,10,2017,376,168,173,35,,2279,328,1506,,1219,148,218,,,16,16,,Cafeteria,,,,,,,2607,162.9375,1367,85.4375,IN@1413@1885,180450000758,SY17-18,,208,0.553191489,Public,,,,Cafeteria,,
IN,Public,,2901 100th St,46322,IN,Primary,Lake,Highland,4303,Warren (Allen J) Elem School,4720,School Town of Highland,KG-05,N,,N,,,10/1/2017,10,2017,306,168,116,22,,1894,277,1921,,782,142,281,,,20,20,,Cafeteria,,,,,,,2171,108.55,924,46.2,IN@4303@4720,180456000762,SY17-18,,138,0.450980392,Public,,,,Cafeteria,,
