IRN,ORGANIZATION NAME,SCHOOL TYPE,GRADE SPAN,ORGANIZATION TYPE,ORGANIZATION CATEGORY,STATUS,DESIGNATED COUNTY,WEB URL,ORG EMAIL ADDRESS,ORG MAILING ADDRESS,ORG PHONE,ORG FAX,SUPERINTENDENT,SUPERINTENDENT EMAIL,SUPERINTENDENT PHONE,TREASURER,TREASURER EMAIL,TREASURER PHONE,PRINCIPAL,PRINCIPAL EMAIL,PRINCIPAL PHONE,PARENT IRN,PARENT ORGANIZATION NAME
066761,Sycamore Junior High School,Junior High School,7-8,Public School,School,Open,Hamilton,N/A,N/A,"5757 Cooper Rd, Cincinnati, Ohio, 45242",(513) 686-1760,(513) 891-3162,N/A,N/A,N/A,N/A,N/A,N/A,Traci Rea,reat@sycamoreschools.org,(513) 686-1760,044867,Sycamore Community City
066787,Winton Woods Elementary School,Elementary School,3-4,Public School,School,Open,Hamilton,N/A,N/A,"1501 Kingsbury Dr, Cincinnati, Ohio, 45240",(513) 619-2490,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Adrienne Martin,adriennemartin01@gmail.com,(513) 619-2390,044081,Winton Woods City
066795,David H. Ponitz Career Technology  Center,High School,9-12,Public School,School,Open,Montgomery,N/A,N/A,"741 Washington St, Dayton, Ohio, 45402",(937) 542-7180,(937) 542-7181,N/A,N/A,N/A,N/A,N/A,N/A,Raymond Caruthers,rcaruth@dps.k12.oh.us,(937) 542-7358,043844,Dayton City
066803,Harmon Middle School,Middle School,6-8,Public School,School,Open,Portage,N/A,N/A,"130 Aurora Hudson Rd, Aurora, Ohio, 44202",(330) 562-3375,(330) 562-4796,N/A,N/A,N/A,N/A,N/A,N/A,Mark Abramovich,mabramovich@aurora-schools.org,(330) 562-3375,049171,Aurora City
066811,Mark Twain Elementary School,Elementary School,K-5,Public School,School,Open,Franklin,N/A,N/A,"799 E Walnut St, Westerville, Ohio, 43081",(614) 797-7200,(614) 797-7201,N/A,N/A,N/A,N/A,N/A,N/A,Vicki Moss,Mossv@wcsoh.org,(614) 371-6677,045047,Westerville City
066829,Robert Frost Elementary School,Elementary School,K-5,Public School,School,Open,Franklin,N/A,N/A,"270 North Spring Rd, Westerville, Ohio, 43081",(614) 797-7280,(614) 797-7281,N/A,N/A,N/A,N/A,N/A,N/A,Sarah Berka,berkas@wcsoh.org,(614) 797-7280,045047,Westerville City
066837,Weisenborn Junior High,Middle School,7-8,Public School,School,Open,Montgomery,N/A,N/A,"6061 Troy Pike, Huber Heights, Ohio, 45424",(937) 237-6350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brent Carey,brent.carey@huberheightscityschools.org,(937) 383-0129,048751,Huber Heights City
066845,Dalton Middle School,Middle School,5-8,Public School,School,Open,Wayne,N/A,N/A,"250 N Church St, Dalton, Ohio, 44618",(330) 828-2405,(330) 828-2801,N/A,N/A,N/A,N/A,N/A,N/A,Joseph Petrak,josephpetrak@yahoo.com,(330) 815-0913,050542,Dalton Local
067322,Tri Valley Middle School,Middle School,7-8,Public School,School,Open,Muskingum,N/A,sbrillhart@tvschools.org,"1360 Main St, Dresden, Ohio, 43821",(740) 754-3531,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Patrick Hopkins,phopkins@tvschools.org,(740) 624-5296,048876,Tri-Valley Local 
067447,Mercy Montessori Center,Elementary School,"P,K-8",Nonpublic School,School,Open,Hamilton,http://www.mercymontessori.org,pnormile@mercymontessori.org,"2335 Grandview Ave, Cincinnati, Ohio, 45206",(513) 475-6700,(513) 475-6755,N/A,N/A,N/A,N/A,N/A,N/A,Patricia Normile,pnormile@mercymontessori.org,(513) 475-6700,052514,Cincinnati Archdiocese
067538,Worthington Christian Westview Elementary School,Elementary School,1-5,Nonpublic School,School,Open,Franklin,http://www.worthingtonchristian.com,jparrish@worthingtonchristian.com,"50 Westview Ave, Columbus, Ohio, 43214",(614) 431-8240,(614) 438-5581,Troy Mcintosh,troy.mcintosh@worthingtonchristian.com,(614) 431-8215,N/A,N/A,N/A,James Parrish,jparrish@worthingtonchristian.com,(614) 431-8240,000129,Association of Christian Schools International
067546,Legacy Christian Academy,High School,"K-12,P",Nonpublic School,School,Open,Greene,http://www.legacyknights.org,N/A,"1101 John Wesley Ave, Xenia, Ohio, 45385",(937) 352-1640,(937) 352-1641,Dan Bragg,dbragg@legacyknights.org,(937) 901-3675,N/A,N/A,N/A,Dan Bragg,dbragg@legacyknights.org,(937) 901-3675,000129,Association of Christian Schools International
067603,Springer School & Center,Elementary School,1-8,Nonpublic School,School,Open,Hamilton,http://www.springer-ld.org,N/A,"2121 Madison Rd, Cincinnati, Ohio, 45208",(513) 871-6080,(513) 871-6428,SHELLY WEISBACHER,sweisbacher@springer-ld.org,(513) 871--608,SHELLY WEISBACHER,sweisbacher@springer-ld.org,(513) 871--608,SHELLY WEISBACHER,sweisbacher@springer-ld.org,(513) 871--608,000136,Ohio Association of Independent Schools
067603,Springer School & Center,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,1-8,Nonpublic School,School,Open,Hamilton,http://www.springer-ld.org,N/A,"2121 Madison Rd, Cincinnati, Ohio, 45208",(513) 871-6080,(513) 871-6428,SHELLY WEISBACHER,sweisbacher@springer-ld.org,(513) 871--608,SHELLY WEISBACHER,sweisbacher@springer-ld.org,(513) 871--608,SHELLY WEISBACHER,sweisbacher@springer-ld.org,(513) 871--608,000136,Ohio Association of Independent Schools
067611,Cuyahoga Valley Christian Acad,High School,6-12,Nonpublic School,School,Open,Summit,http://www.cvcaroyals.org,N/A,"4687 Wyoga Lake Rd, Cuyahoga Falls, Ohio, 44224",(330) 929-0575,N/A,Jason Spodnik,jspodnik@cvcaroyals.org,N/A,N/A,N/A,N/A,Matthew Koons,mkoons@cvcaroyals.org,(330) 929-0575,067611,Cuyahoga Valley Christian Acad
067629,Mansfield Christian School,High School,K-12,Nonpublic School,School,Open,Richland,http://mcsflames.org,Smith.cy@mcsflames.org,"500 Logan Rd, Mansfield, Ohio, 44907",(419) 756-5651,(419) 756-7470,Cy Smith,Smith.cy@mcsflames.org,(419) 756-5651,N/A,N/A,N/A,Linda Hoeflich,hoeflich.linda@mcsflames.org,(419) 571-5076,000129,Association of Christian Schools International
067637,The Miami Valley School,High School,"K-12,P",Nonpublic School,School,Open,Montgomery,http://www.mvschool.com,N/A,"5151 Denise Dr, Dayton, Ohio, 45429",(937) 434-4444,(937) 434-1033,N/A,N/A,N/A,N/A,N/A,N/A,William Glisson,steven.hinshaw@mvschool.com,(937) 434-4444,000136,Ohio Association of Independent Schools
067637,The Miami Valley School,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,"K-12,P",Nonpublic School,School,Open,Montgomery,http://www.mvschool.com,N/A,"5151 Denise Dr, Dayton, Ohio, 45429",(937) 434-4444,(937) 434-1033,N/A,N/A,N/A,N/A,N/A,N/A,William Glisson,steven.hinshaw@mvschool.com,(937) 434-4444,000136,Ohio Association of Independent Schools
067728,Briggs High School,High School,9-12,Public School,School,Open,Franklin,N/A,N/A,"2555 Briggs Rd, Columbus, Ohio, 43223",(614) 365-5915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tonya Milligan,tmilligan5868@columbus.k12.oh.us,(614) 365-5915,043802,Columbus City School District
067736,Independence High School,High School,9-12,Public School,School,Open,Franklin,N/A,N/A,"5175 Refugee Rd, Columbus, Ohio, 43232",(614) 365-5372,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ernest West III,EWestIII9176@columbus.k12.oh.us,N/A,043802,Columbus City School District
067744,Innis Elementary School,Elementary School,K-5,Public School,School,Open,Franklin,N/A,N/A,"3399 Kohr Blvd, Columbus, Ohio, 43224",(614) 365-5462,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amber Hatcher,ahatcher3883@columbus.k12.oh.us,(614) 365-6840,043802,Columbus City School District
067751,Liberty Elementary School,Elementary School,K-5,Public School,School,Open,Franklin,N/A,N/A,"2901 Whitlow Rd, Columbus, Ohio, 43232",(614) 365-6482,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shalonda Likely-Roach,slikely1284@columbus.k12.oh.us,(614) 524-6919,043802,Columbus City School District
067819,Ridgedale Elementary School,Elementary School,K-5,Public School,School,Open,Marion,N/A,N/A,"3105 Hillman Ford Rd, Morral, Ohio, 43337",(740) 382-6065,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Michael Cool,mcool@bright.net,(419) 934-3174,048439,Ridgedale Local 
067827,Versailles Middle School,Middle School,5-8,Public School,School,Open,Darke,N/A,N/A,"280 Marker Rd, Versailles, Ohio, 45380",(937) 526-4426,(937) 526-3085,N/A,N/A,N/A,N/A,N/A,N/A,Jean Osterfeld,osterfj@parkwayschools.org,(419) 363-3045,045633,Versailles Exempted Village
067835,East Muskingum Middle School,Middle School,6-8,Public School,School,Open,Muskingum,N/A,N/A,"13120 John Glenn School Rd, New Concord, Ohio, 43762",(740) 826-7631,(740) 826-4392,N/A,N/A,N/A,N/A,N/A,N/A,"Robert Baier, Sr.",bob.baier@cambridgecityschools.org,(740) 435-1112,048835,East Muskingum Local
067843,Oak Harbor Middle School,Middle School,4-7,Public School,School,Open,Ottawa,N/A,N/A,"315 N Church St, Oak Harbor, Ohio, 43449",(419) 898-6217,(419) 898-1613,N/A,N/A,N/A,N/A,N/A,N/A,Laramie Spurlock,lspurlock@bcssd.com,(419) 898-6217,048926,Benton Carroll Salem Local
067850,West Muskingum Middle School,Middle School,5-8,Public School,School,Open,Muskingum,N/A,N/A,"100 Kimes Rd, Zanesville, Ohio, 43701",(740) 455-4055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lindsay Rayner,lrayner@westmschools.org,N/A,048884,West Muskingum Local
067868,Licking Heights Central,Middle School,6-8,Public School,School,Open,Licking,N/A,N/A,"6565 Summit Rd SW, Pataskala, Ohio, 43062",(740) 927-3365,(740) 927-5845,N/A,N/A,N/A,N/A,N/A,N/A,Tiffane Warren,twarren@lhschools.org,(740) 927-3365,048009,Licking Heights Local
067876,Watkins Middle School,Middle School,6-8,Public School,School,Open,Licking,N/A,rbrown@laca.org,"8808 Watkins Rd SW, Pataskala, Ohio, 43062",(740) 927-5767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,M. Brown,rbrown@laca.org,N/A,048041,Southwest Licking Local
067892,Heritage Elementary School,Elementary School,K-5,Public School,School,Open,Medina,www.medinabees.org,N/A,"833 Guilford Blvd, Medina, Ohio, 44256",(330) 636-4400,(330) 725-9394,N/A,N/A,N/A,N/A,N/A,N/A,Shannon Federinko,federins@medinabees.org,(330) 573-4794,044388,Medina City SD
067900,Groveport Madison Middle School South,Middle School,6-8,Public School,School,Open,Franklin,N/A,N/A,"4400 Glendenning Dr, Groveport, Ohio, 43125",(614) 836-4953,(614) 836-4956,N/A,N/A,N/A,N/A,N/A,N/A,Darren Fillman,darren.fillman@gocruisers.org,(740) 657-5300,046979,Groveport Madison Local
067926,Bloom-Carroll Middle School,Middle School,5-8,Public School,School,Open,Fairfield,N/A,N/A,"71 S Beaver St, Carroll, Ohio, 43112",(740) 756-9231,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Chad Young,cyoung@bloomcarroll.org,(614) 834-6724,046862,Bloom-Carroll Local
067934,Groveport Madison Middle School North,Middle School,6-8,Public School,School,Open,Franklin,N/A,N/A,"5474 Sedalia Dr, Columbus, Ohio, 43232",(614) 837-5508,(614) 833-2033,N/A,N/A,N/A,N/A,N/A,N/A,Jeffrey Jones,jonesje01@gmail.com,(614) 507-5544,046979,Groveport Madison Local
067942,Pfeiffer Intermediate School,Middle School,5-6,Public School,School,Open,Stark,N/A,N/A,"4315 13th St SW, Massillon, Ohio, 44646",(330) 478-6163,(330) 478-6800,N/A,N/A,N/A,N/A,N/A,N/A,William Hildebrand,bill.hildebrand@perrylocal.org,(330) 478-6163,049924,Perry Local
067959,Westerville-North High School,High School,9-12,Public School,School,Open,Delaware,N/A,N/A,"950 County Line Rd, Westerville, Ohio, 43081",(614) 797-6200,(614) 797-6201,N/A,N/A,N/A,N/A,N/A,N/A,Kurt Yancey,yanceyk@wcsoh.org,(614) 797-6210,045047,Westerville City
067975,Jackson Memorial Middle School,Middle School,6-8,Public School,School,Open,Stark,N/A,N/A,"7355 Mudbrook Rd NW, Massillon, Ohio, 44646",(330) 830-8034,(330) 830-8068,N/A,N/A,N/A,N/A,N/A,N/A,Kacy Carter,kgc3jc@bearworks.jackson.sparcc.org,N/A,049858,Jackson Local
067991,Fairfield Union Rushville Middle School,Middle School,5-8,Public School,School,Open,Fairfield,www.fairfield-union.k12.oh.us,N/A,"6409 Cincinnati Zanesville Rd NE, Lancaster, Ohio, 43130",(740) 536-7249,(740) 536-7211,N/A,N/A,N/A,N/A,N/A,N/A,Christopher Walton,chriswalton@fairfield-union.k12.oh.us,(740) 536-7249,046870,Fairfield Union Local
068031,Lial Catholic School,Elementary School,"P,K-8",Nonpublic School,School,Open,Lucas,http://www.lialschool.org,pmcclain@lialschool.org,"5700 Davis Rd, Whitehouse, Ohio, 43571",(419) 877-5167,(419) 877-9385,N/A,N/A,N/A,N/A,N/A,N/A,Patricia McClain,pmcclain@lialschool.org,(419) 877-5167,052555,Toledo Diocese
068056,St Veronica,Elementary School,K-8,Nonpublic School,School,Open,Clermont,http://www.stveronica.org,N/A,"4475 Mount Carmel Tobasco Rd, Cincinnati, Ohio, 45244",(513) 528-0442,(513) 528-0513,N/A,N/A,N/A,N/A,N/A,N/A,Sharon Bresler,sharon.bresler@stveronica.org,(513) 305-8515,052514,Cincinnati Archdiocese
068080,Bethel Middle School,Junior High School,6-8,Public School,School,Open,Miami,N/A,N/A,"7490 State Route 201, Tipp City, Ohio, 45371",(937) 845-9430,(937) 845-5007,N/A,N/A,N/A,N/A,N/A,N/A,Alexis Dedrick,dedricka@bethelk12.org,(937) 524-1627,048611,Bethel Local
068189,Ramah Junior Academy,Elementary School,K-10,Nonpublic School,School,Open,Cuyahoga,http://www.ramahjunioracademy.com,info@ramahjunioracademy.org,"4770 Lee Rd, Cleveland, Ohio, 44128",(216) 581-2626,(216) 581-4128,N/A,N/A,N/A,N/A,N/A,N/A,Celeste Giles,cgiles@ramahjunioracademy.org,(440) 321-2804,068189,Ramah Junior Academy
068205,Delaware Christian,High School,"K-12,P",Nonpublic School,School,Open,Delaware,http://www.dcschool.org,dcschool@dcschool.org,"45 Belle Ave, Delaware, Ohio, 43015",(740) 363-8425,(740) 203-2117,JANE Miner,jane.miner@dcschool.org,(740) 363-8425,N/A,N/A,N/A,JANE Miner,jane.miner@dcschool.org,(740) 363-8425,068205,Delaware Christian
068221,Kenneth W Clement ,Elementary School,"P,K-8",Public School,School,Open,Cuyahoga,N/A,N/A,"14311 Woodworth Rd, Cleveland, Ohio, 44112",(216) 838-8800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,John Story,john.story@clevelandmetroschools.org,(216) 214-3957,043786,Cleveland Municipal
068239,Fort Hayes Arts and Academic HS,High School,9-12,Public School,School,Open,Franklin,N/A,N/A,"546 Jack Gibbs Blvd, Columbus, Ohio, 43215",(614) 365-6681,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Milton Ruffin,miltonruffin@sbcglobal.net,(614) 337-1149,043802,Columbus City School District
068338,Ashland Christian,Elementary School,"P,K-8",Nonpublic School,School,Open,Ashland,N/A,N/A,"1144 W Main St, Ashland, Ohio, 44805",(419) 289-6617,(419) 207-8625,N/A,N/A,N/A,N/A,N/A,N/A,Bessann Carr,bcarr@ashlandchristian.org,N/A,068338,Ashland Christian
068379,W O Cline Elementary School,Elementary School,2-5,Public School,School,Open,Montgomery,N/A,sherley.kurtz@centerville.k12.oh.us,"99 Virginia Ave, Centerville, Ohio, 45458",(937) 435-1315,(937) 435-3893,N/A,N/A,N/A,N/A,N/A,N/A,Sherley Kurtz,sherley.kurtz@centerville.k12.oh.us,(937) 435-1315,043737,Centerville City
068403,Valley Christian School,High School,"K-12,P",Nonpublic School,School,Open,Mahoning,http://www.valleychristianschools.net,mapecchia01@gmail.com,"4401 Southern Blvd, Youngstown, Ohio, 44512",N/A,() 788-2875,Michael Pecchia,mapecchia01@gmail.com,(330) 788-8088,N/A,N/A,N/A,Joshua Reichard,jreichard@youngstownchristian.org,(330) 871-4419,000129,Association of Christian Schools International
068445,Clark Elementary School,Elementary School,K-5,Public School,School,Open,Holmes,N/A,dimcmillen@westholmes.org,"1390 State Route 83, Millersburg, Ohio, 44654",(330) 674-7936,(330) 674-3246,N/A,N/A,N/A,N/A,N/A,N/A,Diana McMillen,dimcmillen@westholmes.org,(330) 674-7936,047696,West Holmes Local
068452,Liberty Union Middle School,Middle School,5-8,Public School,School,Open,Fairfield,N/A,N/A,"994 S Main St, Baltimore, Ohio, 43105",(740) 862-4126,(740) 862-2015,N/A,N/A,N/A,N/A,N/A,N/A,Timothy Turner,tim.turner@libertyunion.org,(740) 438-2055,046888,Liberty Union-Thurston Local
068478,East Broadway Elementary School,Elementary School,K-8,Public School,School,Open,Lucas,N/A,cotterso@tps.org,"1755 E Broadway St, Toledo, Ohio, 43605",(419) 671-7200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Craig Otterson,cotterso@tps.org,(419) 290-9772,044909,Toledo City
068486,Old West End Academy Elementary School,Elementary School,K-8,Public School,School,Open,Lucas,N/A,kgregory@tps.org,"3131 Cambridge St, Toledo, Ohio, 43610",(419) 242-1050,(419) 242-1041,N/A,N/A,N/A,N/A,N/A,N/A,Kathy Gregory,kgregory@tps.org,(419) 671-4700,044909,Toledo City
068502,Turpin High School,High School,9-12,Public School,School,Open,Hamilton,N/A,N/A,"2650 Bartels Rd, Cincinnati, Ohio, 45244",(513) 232-7770,(513) 232-9047,N/A,N/A,N/A,N/A,N/A,N/A,David Spencer,davidspencer@foresthills.edu,(513) 232-7770,047340,Forest Hills Local
068510,Liberty Elementary School,Elementary School,K-2,Public School,School,Open,Lorain,N/A,MitchHeffron@nrcs.net,"5700 Jaycox Rd, North Ridgeville, Ohio, 44039",(440) 327-6767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MITCHELL HEFFRON,mitchheffron@nrcs.net,(440) 353-1180,044537,North Ridgeville City
068528,Beechcroft High School,High School,9-12,Public School,School,Open,Franklin,N/A,N/A,"6100 Beechcroft Rd, Columbus, Ohio, 43229",(614) 365-5364,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Monique Jacquet,mjacquet3317@columbus.k12.oh.us,(614) 365-5000,043802,Columbus City School District
068536,Centennial High School,High School,9-12,Public School,School,Open,Franklin,N/A,N/A,"1441 Bethel Rd, Columbus, Ohio, 43220",(614) 365-5491,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Stephanie Porta,ssporta@aol.com,(614) 818-3555,043802,Columbus City School District
068544,Gables Elementary School,Elementary School,K-5,Public School,School,Open,Franklin,N/A,N/A,"1680 Becket Ave, Columbus, Ohio, 43235",(614) 365-5499,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gene Smith,gsmith4@columbus.k12.oh.us,(614) 450-6235,043802,Columbus City School District
068551,Sylvania Southview High School,High School,9-12,Public School,School,Open,Lucas,N/A,kvens@sylvaniaschools.org,"7225 Sylvania Ave, Sylvania, Ohio, 43560",(419) 824-8580,(419) 824-8678,N/A,N/A,N/A,N/A,N/A,N/A,Kasey Vens,kvens@sylvaniaschools.org,(419) 824-8570,044875,Sylvania Schools
068577,Kenton Ridge High School,High School,9-12,Public School,School,Open,Clark,N/A,N/A,"4444 Middle Urbana Rd, Springfield, Ohio, 45503",(937) 390-1274,(937) 390-0013,N/A,N/A,N/A,N/A,N/A,N/A,John Hill,johnhill@nelsd.org,(937) 390-1274,046250,Northeastern Local
068619,School For Creat & Perf Arts High School,High School,K-12,Public School,School,Open,Hamilton,N/A,N/A,"108 W Central Pkwy, Cincinnati, Ohio, 45202",(513) 363-8000,(513) 363-8020,N/A,N/A,N/A,N/A,N/A,N/A,Michael Owens,owenmic@cpsboe.k12.oh.us,(614) 893-8397,043752,Cincinnati City
068940,Head Start,Elementary School,P,Public School,School,Open,Mercer,N/A,amy.esser@celinaschools.org,"585 E Livingston St, Celina, Ohio, 45822",(419) 268-0301,(419) 268-0017,N/A,N/A,N/A,N/A,N/A,N/A,Amy Esser,amy.esser@celinaschools.org,(419) 268-0301,043729,Celina City
069906,Zion Lutheran,Elementary School,K-8,Nonpublic School,School,Open,Lucas,http://www.ziontoledo.us,school@ziontoledo.us,"630 Cuthbert Rd, Toledo, Ohio, 43607",(419) 531-1507,(419) 531-1507,N/A,N/A,N/A,N/A,N/A,N/A,Luke Scherschel,school@ziontoledo.us,(419) 531-8904,069906,Zion Lutheran
069914,Lawrence School,Elementary School,K-12,Nonpublic School,School,Open,Cuyahoga,N/A,vdiffenbacher@lawrenceschool.org,"1551 E Wallings Rd, Broadview Heights, Ohio, 44147",(440) 526-0003,(440) 526-0595,LOUIS SALZA,lsalza@lawrenceschool.org,(808) 371-7115,Robin Chandler,RCHANDLER@LAWRENCESCHOOL.ORG,(440) 832-7834,LOUIS SALZA,lsalza@lawrenceschool.org,(808) 371-7115,000136,Ohio Association of Independent Schools
069914,Lawrence School,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,K-12,Nonpublic School,School,Open,Cuyahoga,N/A,vdiffenbacher@lawrenceschool.org,"1551 E Wallings Rd, Broadview Heights, Ohio, 44147",(440) 526-0003,(440) 526-0595,LOUIS SALZA,lsalza@lawrenceschool.org,(808) 371-7115,Robin Chandler,RCHANDLER@LAWRENCESCHOOL.ORG,(440) 832-7834,LOUIS SALZA,lsalza@lawrenceschool.org,(808) 371-7115,000136,Ohio Association of Independent Schools
070060,Magsig Middle School,Middle School,6-8,Public School,School,Open,Montgomery,N/A,stacey.westendorf@centerville.k12.oh.us,"192 W Franklin St, Centerville, Ohio, 45459",(937) 433-0965,(937) 433-5256,N/A,N/A,N/A,N/A,N/A,N/A,Stacey Westendorf-Wozniak,stacey.westendorf@centerville.k12.oh.us,(937) 657-2556,043737,Centerville City
070078,Mifflin Alternative Middle School,Middle School,6-8,Public School,School,Open,Franklin,N/A,N/A,"3000 Agler Rd, Columbus, Ohio, 43219",(614) 365-5474,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tracey Colson,Tcolson7991@columbus.k12.oh.us,(614) 365-5474,043802,Columbus City School District
070086,Avalon Elementary School,Elementary School,K-3,Public School,School,Open,Franklin,N/A,N/A,"5220 Avalon Ave, Columbus, Ohio, 43229",(614) 365-5361,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lenelle Taylor,ltaylor2594@columbus.k12.oh.us,(614) 365-5361,043802,Columbus City School District
070136,First Baptist Christian,High School,"P,K,1-12,PS,SN",Nonpublic School,School,Open,Lorain,www.fbcs-elyria.org,tspickler@fbcs-elyria.org,"11400 Lagrange Rd, Elyria, Ohio, 44035",(440) 458-5185,(440) 458-8717,Timothy Spickler,tspickler@fbcs-elyria.org,(440) 458-5185,Kris Wilcox,kwilcox@firstbaptistelyria.org,(440) 458-5185,Timothy Spickler,tspickler@fbcs-elyria.org,(440) 458-5185,070136,First Baptist Christian
070151,East Liverpool Christian School,High School,"K-12,P",Nonpublic School,School,Open,Columbiana,http://www.elchristian.org,N/A,"46682 Florence St, East Liverpool, Ohio, 43920",(330) 385-5588,(330) 385-1267,N/A,N/A,N/A,N/A,N/A,N/A,Alice Bowersock,mrsbowersock@elchristian.org,(330) 385--558,070151,East Liverpool Christian School
070169,Willo-Hill Christian School,Elementary School,"P,K-8",Nonpublic School,School,Open,Lake,N/A,whcsadmin@willohill.com,"4200 State Route 306, Willoughby, Ohio, 44094",(440) 951-5391,(440) 951-5434,N/A,N/A,N/A,N/A,N/A,N/A,Mark Tedeschi,whcsadmin@willohill.com,(440) 951-5391,070169,Willo-Hill Christian School
